Serial number,County,Subcounty,Education zone,,,School Name/Learning Institution,"Type of school1_ Public, Private, Informal",GPS Cordinate (Latitudes),GPS Cordinate (Longtitudes),,TSC Code,KNEC Code,MOE Code/ Nemis Code,Sponsor, Land area_ acres,"Level_ Pre primary, Primary, Secondary, Special needs, technical colleges,  Diploma Teacher colleges, Certificate Teacher colleges,  University","Type of school1_ Public, Private, Informal","Registered, Not registered",Type of school2_Boys; Girls; Mixed,Type of school3_Day; Boarding; Both,"Type of school4_Regular, Integrated, Special Needs School",Enrolment,,,TSC Teachers,,County government (e.g. for Pre primary),,BOM/PTA,,"Total Human resources (Teaching staff , Tsc, BOM/PTA, County)",,,Human resources: Curriculum support, Human resources: Non-Teaching staff,"Infrastructure ( No of classrooms, Labs, Boys toilets, Girls Toilets)",,,,,,,,KCPE (for primary),KCSE (Secondary),HT TEL. CONTACT
71,Makueni,Mbooni west,Mbooni,Mbooni,Mbooni,Mukasi pri,Public,-1.661432,37.470048,,4052,18323325,ZTG5,0,0.44Ha,Primary,Public,Registered,mixed,Day,Regular,76,78,154,2,7,0,0,0,0,9,0,9,CSO,1,8,0,0,0,5,0,7,0,,,722901702
72,Makueni,Mbooni west,Mbooni,Mbooni,Mbooni,Mbooni AIC pri,Public,-1.622238,37.465653,,4034,18323309,JJMM,A.I.C,1Ha,Primary,Public,Registered,Mixed,Day,Intergrated school,167,163,330,5,6,0,0,1,0,11,0,12,CS&MOE,2,8,0,0,0,8,0,8,0,,,729053800
73,Makueni,Mbooni west,Mbooni,Mbooni,Mutitu,Ithemboni Boys,Public,-1.640483,37.449774,,4028,18323305,Pa5b,0,3.1,Primary,Public,Registered,Mixed,Day,Regular,191,184,375,6,8,0,0,0,2,14,2,16,CSO&MOE,1,13,0,0,0,6,0,10,0,,,720391551
74,Makueni,Mbooni west ,Mbooni,Mbooni,Mbooni,Uvaa pri,Public,-1.663205,37.418363,,4051,18323124,FVLN,0,0.02Ha,Primary,Public,Registered,Mixed,Day,Regular,75,82,157,6,2,0,0,0,1,8,1,9,"CSO,MOE",1,8,0,0,0,5,8,0,0,,,700424689
75,Makueni,Mbooni west,mbooni,Mbooni,Nzeveni,Kyai,Public,-1.644367,37.390021,,4145,18323128,0,S.A,1Ha,Primary,Public,Registered,Mixed,Day,Regular,58,55,113,3,5,0,0,0,0,8,0,8,"CSO,MOE",1,8,0,0,0,5,0,5,0,,,726047527
76,Makueni,Mbooni west,Mbooni,Mbooni,Mbooni,Yatwa pri,Public,-1.621017,37.44886,,4043,18323116,ZP2B,0,0.85Acres,Primary,Public,Registered,Mixed,Day,Intergrated school,91,111,202,4,4,0,0,0,O,8,0,8,"MOE,",1,8,0,0,0,8,0,0,0,,,719550747
77,Makueni,Mbooni west,Mbooni,Mbooni,Mbooni,Nzeveni A.I.C pri,Public,-1.650768,37.426396,,4039,18323112,MFJ3,A.I.C,3Ha,Primary,Public,Registered,Mixed,Day,Regular,123,140,263,6,4,0,0,0,0,10,0,10,CSO,1,10,0,0,0,8,0,8,0,,,721638688
78,Makueni,Mbooni west,Mbooni,Mbooni,Mbooni,Kinyee pri,Public,-1.630355,37.41954,,4031,18323113,KNEZ,A.I.C,2.57Ha,Primary,Public,Registered,Mixed,Day,Regular,104,80,184,6,2,0,0,1,0,8,1,9,CSO,1,8,0,0,0,6,0,6,0,,,0724560721
79,Makueni,Mbooni west,Kitundu,Mbooni,kithungo/kitundu,kilenge pri,Public,-1.687875,37.436331,,4079,183232317,UYV8,,2.5,Primary,Public,Registered,Mixed,Day,Regular,113,108,221,5,3,0,0,0,0,8,0,8,C.S.O,1,8,0,0,0,6,0,5,0,,,0710545317
80,Makueni,Mbooni west,Mbooni,Mbooni,Mbooni,mutula nguu pri,Public,-1.75142,37.497816,,4046,18323119,A9X8,A.I.C,0.5,Primary,Public,Registered,Mixed,Day,Regular,72,87,159,4,7,0,0,0,0,11,0,11,CS0,0,8,0,0,0,7,0,8,0,,,705407545
81,Makueni,Mbooni west Mbooni,Mbooni,Mbooni,Mbooni,Mutwii H.G.M,Public,-1.678241,37.440168,,4037,18323104,DZFY,S.A,2Ha,Primary,Public,Registered,Mixed,Day,Regular,168,135,403,4,5,0,0,1,1,9,2,11,CSO,1,8,0,0,0,6,0,13,0,,,727794336
82,Makueni,Mbooni west,Mbooni,Mbooni,Mbooni,Nduni DEB pri,Public,-1.653868,37.465921,,4053,18323126,IVC/WYX3,D.E.B,,Primary,Public,Registered,Mixed,Day& boarding,Intergrated school,97,90,187,3,7,0,0,0,0,10,0,10,,1,8,0,0,0,2,0,6,0,,,717427089
83,Makueni,Mbooni west,Mbooni,Mbooni,Mbooni,Nduni DEB pri,Public,-1.653868,37.465921,,4053,18323126,IVC/WYX3,D.E.B,,Primary,Public,Registered,Mixed,Day&Boarding,Intergrated school,97,90,187,3,7,0,0,0,0,10,0,10,CSO,1,8,0,0,0,2,0,6,0,,,717427089
84,Makueni,Mbooni west,Mbooni,Mbooni,Mbooni,Kyangoma pri,Public,-1.655889,37.437761,,4033,18323111,UEGK,A.I.C,4Acres,Primary,Public,Registered,Mixed,Day,Regular,187,187,374,6,10,0,0,0,0,16,0,16,CSO,1,8,0,0,0,4,0,4,0,,,720488562
85,Makueni,Mbooni west,Mbooni,Mbooni,Mbooni,Uvi pri,Public,-1.620315,37.479724,,4044,18323117,117,,o.6Ha,Primary,Public,Registered,Mixed,Day,Regular,93,76,169,6,2,0,0,0,0,8,0,8,CSO,1,8,0,0,0,3,0,3,0,,,725121200
86,Makueni,Mbooni west,Mbooni,Mbooni,Mbooni,Kyuu pri,Public,-1.670141,37.424621,,4032,18323108,ZGAS,A.I.C,3Acres,Primary,Public,Registered,Mixed,Day,Intergrated school,141,130,271,1,8,0,0,0,1,9,1,10,CSO&MOE,1,8,0,0,0,8,0,8,0,,,727367892
87,Makueni,Mbooni west,Mbooni,Mbooni,Mbooni,Kisesini pri,Public,-1.668662,37.4353,,4049,18323112,X8KZ,,0.26Ha,Primary,Public,Registered,Mixed,Day,Regular,62,78,140,2,6,0,0,1,0,8,1,9,CSO,1,8,0,0,0,10,0,10,0,,,720754162
88,Makueni,Mbooni west,Mbooni,Mbooni,Kithungo/Mbooni,Matithini pri,Public,-1.722055,37.44288,,4072,18323206,MRYZ,,2Ha,Primary,Public,Registered,Mixed,Day,Regular,109,99,208,6,2,0,0,8,0,8,0,8,CSO,1,8,0,0,0,2,0,4,0,,,728076382
89,Makueni,Mbooni west,kitundu,Mbooni,Kithungo/kitundu,Mwenyeani pri,Public,-1.7045,37.455441,,4066,18323216,P2EQ,,4Ha,Primary,Public,Registered,Mixed,Day,Regular,82,81,163,4,5,0,0,1,0,9,1,10,CSO,1,8,0,0,0,8,0,8,0,,,728109569
90,Makueni,Mbooni westm,kitukndu,Mbooni,kithungo/kitundu,Nzueni pri,Public,-1.677571,37.478597,,4076,18323214,ZC6J,,1.5Ha,Primary,Public,Registered,Mixed,Day,Regular,100,85,185,4,4,0,0,1,1,8,2,10,CSO,1,8,0,0,0,8,0,8,0,,,718567403
91,Makueni,Mbooni west,Kitundu,Mbooni,Kithungo/kitundu,Kaseki pri,Public,-1.676678,37.491456,,4070,18323205,W4R9,,0.3Acres,Primary,Public,Registered,mixed,Day,Regular,91,86,177,3,5,0,0,0,0,8,0,8,CSO,1,8,0,0,0,8,0,6,0,,,710141586
92,Makueni,Mbooni west,Kithungo,Mbooni,kithungo/kitundu,Kusyokithoi pry,Public,-1.669505,37.482731,,8243201058,18323221,3PUP,D.E.B,1.5Acres,Primary,Public,Registered,Mixed,Day,Regular,90,76,166,6,2,0,0,0,0,8,0,8,CS0&MOE,1,8,0,0,0,3,0,3,0,,,723817238
93,Makueni,Mbooni west,kitundu,Mbooni,kithungo/kitundu,kilyungi pri,public,-1.676783,37.462015,,4031,18323207,YE9K,A.B.C,1Acres,primary,public,Registered,mixed,Day ,Regular,161,171,332,4,5,0,0,0,0,9,0,9,CSO,1,8,0,0,0,1,0,1,0,,,726728663
94,Makueni,Mbooni west,Kithungo,Mbooni,kithungo/kitundu,kithungo pri,Public,-1.666524,37.505642,,4056,18323226,,,5Acres,primary,Public,Registered,Mixed,Day,Regular,123,94,217,4,6,0,0,0,0,10,0,10,CSO,1,8,0,0,0,8,0,6,0,,,717239319
95,Makueni,Mbooni west,Kithungo,Mbooni,kithungo/kitundu,kithoni pri,Public,-1.714391,37.480324,,,,PCH7,,7.5Ha,primary,Public,Registered,Mixed,Day,Regular,93,81,174,6,2,0,0,0,0,8,0,8,CSO,1,8,0,0,0,3,0,5,0,,,721419612
1,Makueni,Makindu,Kiunduani,Kibwezi West,Nguumo,KYANDULU,Public,-2.349007,37.873182,,4723,18348161,HL64,CEB,1.5,Primary,Public,Registered,Mixed,Day,Integrated school,254,197,451,4,8,0,0,1,2,12,3,15,"CSO,QASO,MOE",1,11,0,0,0,8,0,6,0,,,0721780565
3,Makueni,Makindu,Kiunduani,Kibwezi West,Nguumo,KALAKALYA,Public,-2.412653,37.884503,,4726,18348159,S3F6,CEB,2,Primary,Public,Registered,Mixed,Day,Regular,206,186,392,4,6,0,0,1,0,10,1,11,"CSO,QASO/SCDE",3,13,0,0,0,6,0,10,0,,,07263339072
4,Makueni,Makindu,Makindu,Kibwezi West,Makindu,YINZAU,Public,-2.311588,37.820001,,4864,18348113,SMYK,CEB,10,Primary,Public,Registered,Mixed,Day,Regular,239,240,479,4,13,0,0,1,1,17,2,19,"SCDE,CSO,SCQASO",2,14,0,0,0,6,0,6,0,,,0720278265
5,Makueni,Makindu,Makindu,Kibwezi West,Makindu,KAMBOO,Public,-2.198114,37.901977,,4600,18348110,9F38,CEB,6.88 Ha,Primary,Public,Registered,Mixed,Day,Regular,188,175,363,4,3,0,0,1,1,7,2,9,CSO,2,10,0,0,0,3,0,4,0,,,0727672067
6,Makueni,Makindu,Kiunduani,Kibwezi West,Nguumo,SEKELENI,Public,-2.352254,37.894847,,4707,18348142,HA9H,CEB,0.50Ha,Primary,Public,Registered,Mixed,Day,Integrated school,123,102,225,3,6,0,0,0,2,9,2,11,"TSC,MOEST",2,8,0,0,0,4,0,6,0,,,0728307891
7,Makueni,Makindu,Kiunduani,Kibwezi West,Nguumo,SOTO,Public,-2.412377,37.84287,,4598,18348148,P6J6,CEB,7,Primary,Public,Registered,Mixed,Day,Regular,194,187,381,9,3,0,0,0,0,12,0,12,"SCD,QASO,CSO,TEACHERS",2,9,2,0,0,6,0,6,0,,,0720673381
8,Makueni,Makindu,Makindu,Kibwezi West,Makindu,KAI,Public,-2.273141,37.882214,,4594,18348108,6M7V,CEB,2.67 Ha,Primary,Public,Registered,Mixed,Day,Integrated school,148,159,307,2,6,0,0,1,1,8,2,10,CSO,2,4,6,0,0,12,0,8,0,,,0721469790
9,Makueni,Makindu,Kiboko,Kibwezi West,Makindu,NTHIA,Public,-2.169223,37.78401,,4612,18348130,JMF2,CATHOLIC,5 Ha,Primary,Public,Registered,Mixed,Day,Integrated school,151,167,318,3,6,0,0,1,1,9,2,11,"CSO,ICT FIELD OFFICERS",2,10,3,0,0,3,0,3,0,,,0721282855
10,Makueni,Makindu,Kiunduani,Kibwezi West,Nguumo,MUKAMENI,Public,-2.332064,37.856891,,46,18348153,,CEB,15,Primary,Public,Registered,Mixed,Day,Integrated school,181,194,375,3,10,0,0,0,0,13,0,13,"CEO,QASO,CSO",,12,0,0,0,6,0,8,0,,,0721882709
11,Makueni,Makindu,Kiunduani,Kibwezi West,Nguumo,UVILENI,Public,-2.36771,37.831383,,4678,18348156,4455,CEB,15,Primary,Public,Registered,Mixed,Day,Integrated school,198,186,384,6,6,0,0,0,0,12,0,12,"CSO,TSC",1,10,0,0,0,4,0,12,0,,,0716807531
12,Makueni,Makindu,Makindu,Kibwezi West,Makindu,YINDALANI,Public,-2.185692,37.952312,,4593,18348103,CAQ2,CEB,18,Primary,Public,Registered,Mixed,Day,Regular,161,153,314,6,1,0,0,1,0,7,1,8,TEACHERS,2,8,0,0,0,4,0,6,0,,,0722283755
13,Makueni,Makindu,Kiunduani,Kibwezi West,Nguumo,SYUMILE,Public,-2.278545,37.92438,,4592,18348144,SK22,CEB,7,Primary,Public,Registered,Mixed,Day,Integrated school,124,131,255,3,5,0,0,1,1,8,2,10,"SCDE,CSO,DIRECTOR,TSC SUB COUNTY",1,8,0,0,0,6,0,4,0,,,0720743541
14,Makueni,Makindu,Kiunduani,Kibwezi West,Nguumo,YIEINI,Public,-2.316077,37.923456,,4867,18348165,58GX,CEB,4 Ha,Primary,Public,Registered,mixed,Day,Regular,127,128,255,5,3,0,0,0,0,8,0,8,"CSO,SCDE,MINISTRY OF EDUCATION",1,8,0,0,0,2,0,4,0,,,0712593830
15,Makueni,Makindu,Kiunduani,Kibwezi West,Nguumo,MAKUSU,Public,-2.294411,37.940377,,4588,18348146,LG6E,CEB,7.3,Primary,Public,Registered,mixed,Day,Regular,128,112,240,6,3,0,0,0,1,9,1,10,"CSO,SCQAS",2,8,0,0,0,3,0,6,0,,,0725730965
16,Makueni,Makindu,Kiunduani,Kibwezi West,Nguumo,NDEIMI,Public,-2.333722,37.876741,,4595,18348147,8REG,CEB,5,Primary,Public,Registered,Mixed,Day,Integrated school,147,129,276,2,6,0,0,0,0,8,0,8,CSO,2,8,0,0,0,6,0,3,0,,,0712820328
17,Makueni,Makindu,Makindu,Kibwezi West,Makindu,NGUKUNI,Public,-2.268101,37.82871,,4587,1834105,WH8BG,CATHOLIC,22.16,Primary,Public,Registered,Mixed,Day & Boarding,Integrated school,140,120,260,7,8,0,0,0,0,15,0,15,"CSO,DQASO,MOE,TSC",3,12,0,0,0,6,0,14,0,,,0725331420
18,Makueni,Makindu,Kiunduani,Kibwezi West,Nguumo,WIIVIA MIXED D/B PRI,Public,-2.368231,37.872612,,4675,18348155,4PVJ,CEB,15,Primary,Public,Registered,Mixed,Day & Boarding,Regular,203,213,416,3,8,0,0,2,0,11,2,14,"CSO,SCDE",4,11,1,0,0,12,0,12,0,,,0721564565
20,Makueni,Makindu,Kiunduani,Kibwezi West,Nguumo,KILONGONI,Public,-2.285587,37.903421,,4715,18348158,N8XB,CEB,10,Primary,Public,Registered,Mixed,Day,Integrated school,115,100,215,6,4,0,0,0,0,10,0,10,"CSO,SCDE-TSC",2,8,0,0,0,8,0,5,0,,,0714868762
21,Makueni,Makindu,Kiunduani,Kibwezi West,Nguumo,MUUNDANI,Public,-2.33582,37.874913,,4892,18348174,VHRW,CEB,9,Primary,Public,Registered,Mixed,Day,Integrated school,153,92,245,4,5,0,0,0,0,9,0,9,"CSO,TSC,MINISTRY",2,8,0,0,0,2,0,4,0,,,0728673494
22,Makueni,Makindu,Kiboko,Kibwezi West,Makindu,KATHEANI,Public,-2.197687,37.865362,,4871,18348165,,CEB,7,Primary,Public,Registered,Mixed,Day,Regular,67,61,128,6,3,0,0,0,1,9,1,10,"CSO,MINISTRY OF EDUCATION",2,9,0,0,0,,,,,,,0720707196
23,Makueni,Makindu,Makindu,Kibwezi West,Makindu,MIKULULO,Public,-2.265963,37.793799,,4880,18348171,S3ZM,CEB,10,Primary,Public,Registered,Mixed,Day,Regular,129,121,250,4,6,0,0,0,0,10,0,10,"CSO,QASO",1,8,0,0,0,4,0,6,0,,,0721793057
26,Makueni,Makindu,Kiunduani,Kibwezi West,Nguumo,TUNGUNI,Public,-2.284276,37.955168,,4711,1834157,N/A,,2.75 Ha,Primary,Public,Registered,Mixed,Day,Integrated school,139,125,264,7,1,0,0,0,0,8,0,8,CSO,2,8,0,0,0,5,0,6,0,,,0722943962
27,Makueni,Makindu,Kiunduani,Kibwezi West,Nguumo,YIKISEMEI,Public,0,0,,4893,18348170,N/A,CEB,10,Primary,Public,Registered,Mixed,Day,Integrated school,237,238,475,6,6,0,0,0,1,12,1,13,"CSO,MOE,TUSOME OFFICERS,QASO",1,8,0,0,0,7,0,8,0,,,0720420252
28,Makueni,Makindu,Makindu,Kibwezi West,Makindu,KISINGO,Public,-2.234153,37.859167,,4590,18348104,M92G,CEB,5,Primary,Public,Registered,Mixed,Day & Boarding,Integrated school,136,134,270,1,0,0,0,0,1,1,1,2,"CSO,QASO,TSC,MOE",2,15,0,0,0,1,0,1,0,,,0726541586
31,Makueni,Makindu,Makindu,Kibwezi West,Nguumo,KILEMA,Public,-2.265,37.910116,,4584,18348107,V5V8,CEB,20,Primary,Public,Registered,Mixed,Day,Regular,61,70,131,6,1,0,0,0,0,7,0,7,"CSO,SCDE,ASS. CHIEF",1,8,0,0,0,2,0,2,0,,,0712639070
32,Makueni,Makindu,Makindu,Kibwezi West,Makindu,MAKINDU A,Public,-2.267436,37.820711,,4586,18348102,K3CG,CEB,20 Ha,Primary,Public,Registered,Mixed,Day,Integrated school,396,379,775,9,11,0,0,0,2,20,2,22,CSO,3,16,0,0,0,9,0,6,0,,,0703541424
33,Makueni,Makindu,Kiunduani,Kibwezi West,Nguumo,KWAMBAE,Public,-2.32496,37.911746,,4597,18348150,25EW,CEB,4.96 Ha,Primary,Public,Registered,Mixed,Day,Regular,148,112,260,2,7,0,0,0,2,9,2,11,"CSO,SCTSC/HRO",2,9,0,0,0,2,0,11,0,,,0707583438
34,Makueni,Makindu,Kiboko,Kibwezi West,Makindu,MBIUNI,Public,-2.185602,37.718363,,4619,18348137,2DA9,CEB,10,Primary,Public,Registered,Mixed,Day,Regular,86,81,167,5,5,0,0,0,0,10,0,10,"CSO,DQASO,MOE,TSC",1,10,0,0,0,2,0,3,0,,,0703577588
35,Makueni,Makindu,Makindu,Kibwezi West,Makindu,SYENGONI,Public,-2.29934,37.854305,,4591,18348106,AZ3K,,5.7 Ha,Primary,Public,Registered,Mixed,Day,Integrated school,118,126,244,5,5,0,0,0,2,10,2,12,"TSC,EDUCATION OFFICE",2,8,0,0,0,8,0,7,0,,,0721204671
36,Makueni,Makindu,Makindu,Kibwezi West,Makindu,IKOYO,Public,-2.243257,37.786864,,4614,18348112,C7NZ,,14,Primary,Public,Registered,Mixed,Day,Regular,76,66,142,2,7,0,0,0,0,7,0,7,"CSO,QASO",1,8,0,0,0,10,0,11,0,,,0725236024
37,Makueni,Makindu,Kiboko,Kibwezi West,Makindu,IKUNGU,Public,-2.218972,37.852991,,4604,18348131,89D5,,8.31,Primary,Public,Registered,Mixed,Day,Integrated school,66,77,143,6,4,0,0,0,0,10,0,10,"FACILITATORS, TEACHERS",3,8,0,0,0,3,0,2,0,,,0720737758
40,Makueni,Makindu,Makindu,Kibwezi west,Makindu,Kimboo,Public,-2.297923,37.775795,,4704,18348116,DD6B,CEB,15,Primary,Public,Registered,mixed ,Day,Regular,89,98,187,6,3,0,0,1,1,9,2,11,CSO & TSC-CD,2,8,0,0,0,6,0,3,0,274.4,0,0701 281696
41,Makueni,Makindu,Kiboko,Kibwezi west,Makindu,Masalani,Public,-2.169312,37.854132,,4712,18348127,UEFA,CEB,6.82,Primary,Public,Registered,mixed ,Day,Regular,142,115,257,6,3,0,0,0,1,9,1,10,"CSO,SCDE",2,6,3,0,0,3,0,4,0,280.54,0,0720 353809
42,Makueni,Makindu,Makindu,Kibwezi west,Makindu,Musingini,Public,-2.222957,37.938578,,4603,18348111,5GHB,CEB,13.29Ha,Primary,Public,Registered,mixed ,Day,Intergrated ,131,135,266,5,3,0,0,0,1,8,1,9,CSO & SDE,1,8,0,0,0,4,0,7,0,221.3,0,0708 238 252
43,Makueni,Makindu,Makindu,Kibwezi west,Makindu,Yingoso,Public,-2.205691,37.87349,,4713,18348101,MFLQ236,CEB,3.68Ha,Primary,Public,Registered,mixed ,Day,Regular,118,143,261,5,3,0,0,0,3,8,3,11,Government & Parents,0,8,0,0,0,2,0,3,0,302.69,0,0728 365634
44,Makueni,Makindu,Kiboko,Kibwezi west,Makindu,Kiboko,Public,-2.206536,37.723448,,4605,18348134,3HDY,CEB,21,Primary,Public,Registered,mixed ,Day,Intergrated ,267,260,527,6,11,0,0,2,0,17,2,19,"TSC Sub-county Director, SCDE, MOH & KPSA",3,25,0,0,0,20,0,20,0,255.09,0,0721 672648
45,Makueni,Makindu,Kiboko,Kibwezi west,Makindu,Kanaani,Public,-2.243748,37.752012,,4725,18348136,NKNH,CEB,10,Primary,Public,Registered,mixed ,Day & Boarding,Regular,157,153,310,4,7,0,0,3,1,11,4,15,MOEST,7,10,2,0,0,2,0,6,0,319.5,0,0721 253534
46,Makueni,Makindu,Kiboko,Kibwezi west,Makindu,Kalii,Public,-2.130241,37.768987,,4607,18348122,EWN7,CEB,4.12Ha,Primary,Public,Registered,mixed ,Day,Regular,148,142,290,7,3,0,0,2,1,10,3,13,CSO & QASO,2,6,3,0,0,4,0,4,0,286.98,0,0700 357 656
47,Makueni,Makindu,Makindu,Kibwezi west,Makindu/Kiboko,Mbondeni,Public,-2.252592,37.813219,,4710,18348115,YAJN,CEB,1.36Ha,Primary,Public,Registered,mixed ,Day,Regular,199,163,362,2,11,0,0,0,1,13,1,14,CSO & SCQAO,2,10,0,0,0,10,0,10,0,260.5,0,0740 888469
48,Makueni,Makindu,Kiunduani,Kibwezi west,Nguumo,Mutantheeu,Public,-2.310385,37.888132,,4721,18348140,ZNDL,CEB,25.3,Primary,Public,Registered,mixed ,Day,Intergrated ,62,63,125,4,5,0,0,0,0,9,0,9,MOEST & TSC,2,8,0,0,0,6,0,6,0,272.5,0,0721 442155
49,Makueni,Makindu,Kiboko,Kibwezi west,Kiboko/Twaandu,Kari Mwailu,Public,-2.255916,37.729659,,4615,18348138,XXK6,CEB,30Ha,Primary,Public,Registered,mixed ,Day & Boarding,Regular,255,288,543,13,7,0,0,3,1,20,4,24,"CS0, Field officers, MOEST & Educational officers",19,20,0,0,0,25,0,20,0,337.05,0,0716 126345
50,Makueni,Makindu,Kiunduani,Kibwezi west,Nguumo,Wikiamba,Public,-2.395661,37.841396,,4601,18348151,J7WU,CEB,5,Primary,Public,Registered,mixed ,Day,Regular,192,201,393,4,5,0,0,0,0,9,0,9,"Zonal CSO, Sub County director & County Director",2,9,0,0,0,8,0,8,0,248.98,0,0729 464308
52,Makueni,Makindu,Kiboko,Kibwezi west,Makindu,Yimwaa,Public,-2.164404,37.82423,,5613,18348132,RBTM,CEB,13.475,Primary,Public,Registered,mixed ,Day,Regular,160,172,332,2,8,0,0,2,0,10,2,12,"CSO, SD-T.S.C, CSO/Champion & SCDE/CSO/Champions",2,,,0,0,4,0,8,0,280.88,0,0720 875781
55,Makueni,Makindu,Kiunduani,Kibwezi west,Nguumo,Ilatu,Public,-2.35658,37.85162,,4693,18348153,ZAQA,ACK,18,Primary,Public,Registered,mixed ,Day,Regular,144,174,318,5,4,0,0,0,0,9,0,9,"CSO, CSO/KICD, CSO/TUSOME, CSO/CEMASTEA",3,8,0,0,0,8,0,8,0,229.26,0,0727 821675
59,Makueni,Makindu,Kiunduani,Kibwezi west,Nguumo,Kawelu,Public,-2.385256,37.882163,,4599,18348149,AWUG,CEB,10,Primary,Public,Registered,mixed ,Day,Regular,136,129,266,2,7,0,0,0,0,9,0,9,"CSO, SCD & TSC",1,8,0,0,0,8,0,12,0,244.94,0,0724 737 476
60,Makueni,Makindu,Kiboko,Kibwezi west,Makindu,Ngomano,Public,-2.649239,38.052623,,4611,18348120,4RQ8,CEB,3.27Ha,Primary,Public,Registered,mixed ,Day,Regular,76,52,128,5,3,0,0,0,0,8,0,8,CSO & DQASO,2,8,0,0,0,7,0,4,0,229.72,0,0723 170833
61,Makueni,Makindu,Makindu,Kibwezi west,Makindu,Makindu GNCA,Public,-2.267281,37.820687,,4681,18348181,JBDK,GNCA,2,Primary,Public,Not Registered,mixed ,Day,Regular,186,168,354,3,6,0,0,0,2,8,2,10,"CSO, TSC & SCD",2,6,2,0,0,3,0,4,0,,0,0724 130397
62,Makueni,Makindu,Kiboko,Kibwezi west,Makindu,Makutano,Public,-2.118973,37.793204,,14701-404-4618,18348123,W79R,D.E.B,7.3Ha,Primary,Public,Registered,mixed ,Day,Regular,48,20,68,3,4,0,0,0,0,7,0,7,"CS0, SCDE, SCDTSC, TT",2,8,0,0,0,2,0,2,0,259.5,0,0721 914325
63,Makueni,Makindu,Kiunduani,Kibwezi west,Nguumo,Nguumo ,Public,-2.373338,37.89837,,4589,18348143,PYSG,CEB,35Ha,Primary,Public,Registered,mixed ,Day & Boarding,Intergrated ,295,276,571,5,14,0,0,0,0,19,0,19,"Sub-county officers, M.O.E, C.S.O & TSC",4,20,0,0,0,8,0,10,0,250.54,0,0721 891302
64,Makueni,Makindu,Kiboko,Kibwezi west,Makindu,Kangii ,Public,-2.159848,37.738196,,4606,18348125,W955,CEB,7.97Ha,Primary,Public,Registered,mixed ,Day,Intergrated ,101,93,194,5,2,0,0,0,2,7,2,9,0,0,0,8,0,0,2,0,5,0,256.8,0,0705 018613
65,Makueni,Makindu,Kiboko,Kibwezi west,Makindu,Nzaikoni,Public,-2.102437,37.774072,,4617,18348121,RYBZ,CEB,7.60Ha,Primary,Public,Registered,mixed ,Day,Regular,105,96,201,3,6,0,0,0,0,9,0,9,CSO,2,8,0,0,0,2,0,6,0,268.57,0,0712 200840
66,Makueni,Makindu,Kiunduani,Kibwezi west,Nguumo,Isaani,Public,-2.406358,37.912733,,4730,18348141,4AET,CEB,5Ha,Primary,Public,Registered,mixed ,Day,Regular,139,111,250,6,2,0,0,0,0,8,0,8,"C.B.O, Proffessional & C.S.O",2,7,1,0,0,6,0,8,0,217.21,0,0721 906099
69,Makueni,Makindu,Kiunduani,Kibwezi west,Nguumo,Ngwiw'a ,Public,-2.328183,37.881053,,4602,18348152,RVEG,CEB,8.76,Primary,Public,Registered,mixed ,Day,Intergrated ,129,137,266,3,6,0,0,0,1,9,1,10,"Government, Sub county Director & C.S.O",2,8,0,0,0,8,0,8,0,291.57,0,0721 269880
70,Makueni,Makindu,Kiboko,Kibwezi west,Makindu,Katulani,Public,-2.031081,37.676596,,4709,18348133,N/A,CEB,2,Primary,Public,Registered,mixed ,Day,Regular,78,57,135,4,4,0,0,1,0,8,1,9,C.S.0,2,8,0,0,0,3,0,3,0,285.32,0,0729 050821
71,Makueni,Makindu,Kiboko,Kibwezi west,Makindu,Nduluni,Public,-2.1545,37.8953,,4610,18348126,P5Y9,CEB,25,Primary,Public,Registered,mixed ,Day,Regular,32,31,63,6,2,0,0,1,0,8,1,9,C.S.O & Government,2,9,0,0,0,4,0,4,0,224.18,0,0724 328698
73,Makueni,Makindu,Kiunduani,Kibwezi west,Nguumo,Katangini,Public,-2.048768,37.913249,,4731,18348160,VMQ4,CEB,25,Primary,Public,Registered,mixed ,Day,Intergrated ,142,104,246,5,2,0,0,0,0,7,0,7,C.S.0 & KRTS,1,8,0,0,0,4,0,6,0,231.89,0,0726 530751
74,Makueni,Makindu,Kiboko,Kibwezi west,Makindu,Mulilii,public,-2.23125,37.82283,,4608,18348124,TQUN,CEB,6.755Ha,Primary,public,Registered,mixed ,Day,Regular,109,123,232,5,4,0,0,0,0,9,2,9,C.S.O & Head taecher,2,8,0,0,0,6,0,6,0,258.64,0,0712 253 358
75,Makueni,Makindu,Makindu,Kibwezi west,Makindu/Twaandu,Kiambani,Public,-2.285803,37.812248,,4596,18348109,VSUM,FPF (K),18,Primary,Public,Registered,mixed ,Day & Boarding,Regular,653,612,1265,12,19,0,0,0,0,31,0,31,"C.S.O, SCQASO & IMLANGO",11,31,0,0,0,24,0,22,0,309.22,0,0721 393482
76,Makueni,Makindu,Kiboko,Kibwezi west,Makindu,Kaasuvi,Public,-2.215663,37.763377,,4620,18348135,195642,CEB,7,Primary,Public,Registered,mixed ,Day,Regular,49,41,90,5,4,0,0,0,0,9,0,9,"C.S.O, T.S.C, SCDE, Model schools & CBC programs",N/A,8,0,0,0,2,0,3,0,218.29,0,0728 027527
